game_title,steam_price,ps_price,xbox_price,ps_vs_steam_gap_pct,xbox_vs_steam_gap_pct
fated: the silent oath,9.99,9.99,,0.0,
videoball,9.99,9.99,9.99,0.0,0.0
skulls of the shogun,9.99,9.99,,0.0,
dragon audit,9.99,9.99,,0.0,
claws of furry,9.99,9.99,9.99,0.0,0.0
a pixel story,11.99,11.99,11.99,0.0,0.0
dogos,11.99,11.99,11.99,0.0,0.0
small radios big televisions,11.99,11.99,,0.0,
life goes on: done to death,12.99,12.99,,0.0,
robbie swifthand and the orb of mysteries,12.99,12.99,,0.0,
educational games for kids,12.99,12.99,12.99,0.0,0.0
infinite inside,12.99,12.99,,0.0,
metrico+,13.99,13.99,13.99,0.0,0.0
corpse killer - 25th anniversary edition,14.99,14.99,,0.0,
jay and silent bob: mall brawl,14.99,14.99,,0.0,
song of the deep,14.99,14.99,14.99,0.0,0.0
meow motors,14.99,14.99,14.99,0.0,0.0
dwvr,14.99,14.99,,0.0,
so many me,14.99,14.99,14.99,0.0,0.0
ark: survival evolved,14.99,14.99,14.99,0.0,0.0
holoball,14.99,14.99,,0.0,
super rude bear resurrection,14.99,14.99,,0.0,
catan vr,14.99,14.99,,0.0,
kids on site - hard hat edition,14.99,14.99,,0.0,
secret ponchos,14.99,14.99,,0.0,
math world vr,14.99,14.99,,0.0,
brawl,14.99,14.99,,0.0,
bot gaiden,14.99,14.99,14.99,0.0,0.0
return to grace,14.99,14.99,14.99,0.0,0.0
toybox turbos,14.99,14.99,,0.0,
embers of mirrim,14.99,14.99,14.99,0.0,0.0
disc jam,14.99,14.99,,0.0,
clash cup turbo,14.99,14.99,,0.0,
boulder dash deluxe,14.99,14.99,14.99,0.0,0.0
push me pull you,14.99,14.99,,0.0,
the station,14.99,14.99,14.99,0.0,0.0
double switch - 25th anniversary edition,14.99,14.99,,0.0,
groundhog day: like father like son,14.99,14.99,,0.0,
pier solar and the great architects,14.99,14.99,14.99,0.0,0.0
aaru's awakening,14.99,14.99,14.99,0.0,0.0
kabounce,14.99,14.99,,0.0,
vr the diner duo,14.99,14.99,,0.0,
dead second,14.99,14.99,,0.0,
forest farm,14.99,14.99,,0.0,
ground zero texas - nuclear edition,14.99,14.99,,0.0,
braid,14.99,14.99,9.99,0.0,-33.36
heidelberg 1693,14.99,14.99,14.99,0.0,0.0
memoranda,14.99,14.99,14.99,0.0,0.0
lastfight,14.99,14.99,14.99,0.0,0.0
reading world vr,14.99,14.99,,0.0,
dyad,14.99,14.99,,0.0,
unichrome: a 1-bit unicorn adventure,14.99,14.99,14.99,0.0,0.0
darknet,14.99,14.99,,0.0,
tohu,14.99,14.99,14.99,0.0,0.0
runbow,14.99,14.99,14.99,0.0,0.0
arcadegeddon,14.99,14.99,14.99,0.0,0.0
shadow complex remastered,14.99,14.99,14.99,0.0,0.0
the fall part 2: unbound,16.99,16.99,16.99,0.0,0.0
eastern exorcist,17.99,17.99,17.99,0.0,0.0
dragon fin soup,19.99,19.99,,0.0,
future unfolding,19.99,19.99,,0.0,
horizon chase turbo,19.99,19.99,19.99,0.0,0.0
the turing test,19.99,19.99,19.99,0.0,0.0
pixark,19.99,19.99,,0.0,
planet of the apes: last frontier,19.99,19.99,19.99,0.0,0.0
innocence island,19.99,19.99,,0.0,
new star manager,19.99,19.99,,0.0,
baby hands,19.99,19.99,,0.0,
nex machina,19.99,19.99,,0.0,
danger zone 2,19.99,19.99,19.99,0.0,0.0
mecho tales,19.99,19.99,4.99,0.0,-75.04
wands,19.99,19.99,,0.0,
blood bowl 2,19.99,19.99,19.99,0.0,0.0
granblue fantasy: versus,19.99,19.99,,0.0,
insane robots,19.99,19.99,19.99,0.0,0.0
earthfall,19.99,19.99,19.99,0.0,0.0
bioshock infinite,19.99,19.99,29.99,0.0,50.03
headlander,19.99,19.99,19.99,0.0,0.0
downward spiral: horus station,19.99,19.99,,0.0,
snk vs. capcom svc chaos,19.99,19.99,,0.0,
oure,19.99,19.99,,0.0,
rico,19.99,19.99,19.99,0.0,0.0
rwby: grimm eclipse,19.99,19.99,19.99,0.0,0.0
bookbound brigade,19.99,19.99,,0.0,
ray's the dead,19.99,19.99,,0.0,
falcon age,19.99,19.99,,0.0,
box to the beat vr,19.99,19.99,,0.0,
don bradman cricket 14,19.99,19.99,29.99,0.0,50.03
dangerous golf,19.99,19.99,19.99,0.0,0.0
nock,19.99,19.99,,0.0,
goosebumps dead of night,19.99,19.99,19.99,0.0,0.0
supermash,19.99,19.99,19.99,0.0,0.0
the dark crystal: age of resistance tactics,19.99,19.99,19.99,0.0,0.0
dynablaster,19.99,19.99,19.99,0.0,0.0
has-been heroes,19.99,19.99,19.99,0.0,0.0
boxing apocalypse,19.99,19.99,,0.0,
ultrawings 2,19.99,19.99,,0.0,
minecraft dungeons,19.99,19.99,19.99,0.0,0.0
eternal radiance,19.99,19.99,,0.0,
captain toonhead vs the punks from outer space,19.99,19.99,,0.0,
love too easily,21.99,21.99,21.99,0.0,0.0
shadows of the damned: hella remastered,24.99,24.99,24.99,0.0,0.0
space channel 5 vr kinda funky news flash!,24.99,24.99,,0.0,
surv1v3,24.99,24.99,,0.0,
ashes cricket,24.99,24.99,19.99,0.0,-20.01
do not open,24.99,24.99,,0.0,
the persistence,29.99,29.99,29.99,0.0,0.0
hi-fi rush,29.99,29.99,29.99,0.0,0.0
killsquad,29.99,29.99,,0.0,
beat saber,29.99,29.99,,0.0,
in death,29.99,29.99,,0.0,
mighty fight federation,29.99,29.99,,0.0,
nfl pro era ii,29.99,29.99,,0.0,
boxvr,29.99,29.99,,0.0,
shenmue iii,29.99,29.99,,0.0,
past cure,29.99,29.99,29.99,0.0,0.0
reel fishing: days of summer,29.99,29.99,29.99,0.0,0.0
rick and morty: virtual rick-ality,29.99,29.99,,0.0,
the invisible hours,29.99,29.99,19.99,0.0,-33.34
racket fury: table tennis vr,29.99,29.99,,0.0,
void bastards,29.99,29.99,29.99,0.0,0.0
river city saga: three kingdoms next,29.99,29.99,,0.0,
budget cuts,29.99,29.99,,0.0,
rime,29.99,29.99,29.99,0.0,0.0
super bomberman r,39.99,39.99,39.99,0.0,0.0
blazing strike,39.99,39.99,,0.0,
big bash boom,39.99,39.99,,0.0,
super mega baseball 3,44.99,44.99,44.99,0.0,0.0
casey powell lacrosse 18,49.99,49.99,49.99,0.0,0.0
project cars 3,59.99,59.99,59.99,0.0,0.0
arslan: the warriors of legend,59.99,59.99,59.99,0.0,0.0
dragon quest iii hd-2d remake,59.99,59.99,59.99,0.0,0.0
black myth: wukong,59.99,59.99,,0.0,
dragon ball: sparking! zero,69.99,69.99,,0.0,
madden nfl 24,69.99,69.99,7.5,0.0,-89.28
drawngeon: dungeons of ink and paper,5.0,4.99,4.99,-0.2,-0.2
thermonuclear,4.83,4.79,7.99,-0.83,65.42
beat souls,10.08,9.99,9.99,-0.89,-0.89
mindseize,10.56,10.43,16.99,-1.23,60.89
skull and bones,40.52,39.99,39.99,-1.31,-1.31
planets under attack,8.1,7.99,14.99,-1.36,85.06
saints row: gat out of hell,8.74,8.62,9.37,-1.37,7.21
pirates outlaws,17.23,16.99,16.99,-1.39,-1.39
colossal cave,20.32,19.99,18.08,-1.62,-11.02
3d arcade fishing,4.06,3.99,,-1.72,
onechanbara z2: chaos,30.57,29.99,,-1.9,
venture to the vile,23.16,22.71,,-1.94,
energy balance,2.03,1.99,,-1.97,
energy cycle,2.03,1.99,2.99,-1.97,47.29
energy invasion,2.03,1.99,,-1.97,
rims racing,40.82,39.99,39.99,-2.03,-2.03
lost dimension,20.41,19.99,,-2.06,
tales from space: mutant blobs attack,8.16,7.99,,-2.08,
even the ocean,15.32,14.99,14.99,-2.15,-2.15
red matter,20.45,19.99,,-2.25,
ultra hat dimension,4.17,4.07,4.99,-2.4,19.66
railway empire,20.49,19.99,19.99,-2.44,-2.44
papetura,10.26,9.99,9.99,-2.63,-2.63
pyramid quest,8.21,7.99,9.99,-2.68,21.68
uragun,7.7,7.49,9.99,-2.73,29.74
zero strain,8.77,8.53,9.99,-2.74,13.91
london detective mysteria,30.84,29.99,,-2.76,
epic astro story,7.19,6.99,11.99,-2.78,66.76
burger bistro story,7.19,6.99,11.99,-2.78,66.76
peasant knight,3.08,2.99,,-2.92,
dead space,38.26,36.99,69.99,-3.32,82.93
swimsanity!,14.99,14.49,14.99,-3.34,0.0
silverwood bay: an eleanor grey mystery,10.34,9.99,,-3.38,
paint by pixel 2,10.34,9.99,,-3.38,
paint by pixel 3,10.34,9.99,,-3.38,
gallery of things: reveries,10.34,9.99,,-3.38,
all i want for christmas are subgames,10.34,9.99,,-3.38,
paint by pixel,10.34,9.99,,-3.38,
threaded,10.34,9.99,,-3.38,
"stars, stripes, and subgames",10.34,9.99,,-3.38,
chimp quest: spirit isle,10.34,9.99,,-3.38,
stories in glass: winter,10.34,9.99,,-3.38,
way of the hunter,31.06,29.99,29.99,-3.44,-3.44
vostok inc.,10.74,10.37,14.99,-3.45,39.57
neptunia x senran kagura: ninja wars,41.43,39.99,,-3.48,
outbreak: contagious memories,20.99,20.24,29.99,-3.57,42.88
perish,15.55,14.99,19.99,-3.6,28.55
alchemic jousts,9.33,8.99,,-3.64,
unholy,20.75,19.99,19.99,-3.66,-3.66
pretty girls panic! plus,3.99,3.84,,-3.76,
magi trials,8.31,7.99,,-3.85,
the suicide of rachel foster,9.35,8.99,19.99,-3.85,113.8
ario,12.99,12.49,12.49,-3.85,-3.85
resident evil revelations,12.99,12.49,19.99,-3.85,53.89
layers of fear,25.99,24.99,19.99,-3.85,-23.09
table top racing: world tour,4.16,3.99,2.99,-4.09,-28.13
mythology waifus mahjong,4.16,3.99,,-4.09,
subject 13,7.29,6.99,6.99,-4.12,-4.12
spuds unearthed,10.42,9.99,,-4.13,
new star gp,10.43,9.99,11.99,-4.22,14.96
the master's pupil,14.09,13.49,13.49,-4.26,-4.26
rpg maker mv,52.22,49.99,,-4.27,
bleed 2,7.94,7.6,14.99,-4.28,88.79
gravity escape,6.26,5.99,9.99,-4.31,59.58
ghost 1.0,10.45,9.99,9.99,-4.4,-4.4
speedrunners,10.46,9.99,9.99,-4.49,-4.49
speed truck racing,8.37,7.99,9.99,-4.54,19.35
rally rock 'n racing,8.37,7.99,9.99,-4.54,19.35
heavy cargo - the truck simulator,23.57,22.49,29.99,-4.58,27.24
renegade ops,10.5,9.99,,-4.86,
go go jump!!,10.5,9.99,,-4.86,
match village,2.62,2.49,4.99,-4.96,90.46
time carnage,9.46,8.99,12.49,-4.97,32.03
house builder,15.79,14.99,14.99,-5.07,-5.07
escape first,5.27,4.99,4.99,-5.31,-5.31
escape first 2,5.27,4.99,4.99,-5.31,-5.31
dragon ball xenoverse,26.39,24.99,39.99,-5.31,51.53
metal: hellsinger,21.12,19.99,39.99,-5.35,89.35
violet wisteria,13.32,12.57,14.99,-5.63,12.54
samurai kento,3.17,2.99,4.99,-5.68,57.41
raging bytes,14.99,14.12,14.99,-5.8,0.0
yasai ninja,3.18,2.99,6.95,-5.97,118.55
royal defense,6.91,6.49,12.99,-6.08,87.99
tales from the borderlands,15.97,14.99,19.99,-6.14,25.17
99vidas,10.65,9.99,9.99,-6.2,-6.2
thunder kid ii: null mission,8.52,7.99,7.99,-6.22,-6.22
lumini,10.67,9.99,9.99,-6.37,-6.37
candle knight,12.99,12.15,12.49,-6.47,-3.85
volley pals,3.47,3.24,6.49,-6.63,87.03
one dog story,8.1,7.56,14.99,-6.67,85.06
crisis brigade 2 reloaded,16.12,14.99,,-7.01,
rally copters,6.99,6.49,,-7.15,
castle formers,5.38,4.99,4.99,-7.25,-7.25
defense technica,10.79,9.99,,-7.41,
the skylia prophecy,7.56,6.99,6.99,-7.54,-7.54
bleak faith: forsaken,26.59,24.49,,-7.9,
treasure hunter simulator,10.87,9.99,9.99,-8.1,-8.1
knee deep,16.32,14.99,14.99,-8.15,-8.15
evil god korone,4.89,4.49,,-8.18,
date a live: rio reincarnation,32.66,29.99,,-8.18,
aerial_knight's we never yield,13.09,11.99,14.99,-8.4,14.51
angry birds vr: isle of pigs,19.1,17.49,,-8.43,
gryphon knight epic,8.08,7.39,,-8.54,
sifu,29.15,26.66,39.99,-8.54,37.19
neurovoider,6.99,6.39,13.99,-8.58,100.14
lord of the click: interstellar wars,5.46,4.99,4.99,-8.61,-8.61
deathly dangerous,5.46,4.99,4.99,-8.61,-8.61
toadomination,5.46,4.99,4.99,-8.61,-8.61
bone marrow,5.46,4.99,,-8.61,
glittering sword,5.46,4.99,4.99,-8.61,-8.61
chop is dish,5.46,4.99,4.99,-8.61,-8.61
neon blast,4.37,3.99,,-8.7,
teppo and the secret ancient city,8.79,7.99,7.99,-9.1,-9.1
daydreamer: awakened edition,10.99,9.99,,-9.1,
tetropunk,3.29,2.99,,-9.12,
not a hero,14.3,12.99,,-9.16,
while true: learn(),11.55,10.49,14.99,-9.18,29.78
caravan sandwitch,22.02,19.99,,-9.22,
active neurons - puzzle game,3.3,2.99,4.99,-9.39,51.21
infini,11.03,9.99,9.99,-9.43,-9.43
a-men,9.99,8.99,,-10.01,
tinker racers,2.77,2.49,4.99,-10.11,80.14
genotype,22.97,20.61,,-10.27,
bud spencer & terence hill - slaps and beans,11.14,9.99,19.99,-10.32,79.44
sagebrush,6.68,5.99,5.99,-10.33,-10.33
zomborg,2.78,2.49,4.99,-10.43,79.5
for the king ii,20.99,18.74,24.99,-10.72,19.06
wobbly life,15.99,14.24,18.99,-10.94,18.76
yonder: the cloud catcher chronicles,22.46,19.99,29.99,-11.0,33.53
the land beneath us,11.79,10.49,14.99,-11.03,27.14
uno,7.86,6.99,9.99,-11.07,27.1
sneaky bears,8.99,7.99,,-11.12,
low story,8.99,7.99,7.99,-11.12,-11.12
winter sports games,17.99,15.99,,-11.12,
shield king,2.24,1.99,4.99,-11.16,122.77
gladiator's arena,2.25,1.99,,-11.56,
sniper elite vr,25.59,22.62,,-11.61,
treadnauts,11.32,9.99,14.99,-11.75,32.42
dordogne,11.32,9.99,19.99,-11.75,76.59
gimmick! 2,22.66,19.99,19.99,-11.78,-11.78
snowrunner,22.66,19.99,39.99,-11.78,76.48
bucket knight,3.39,2.99,4.99,-11.8,47.2
awesome pea 2,3.39,2.99,4.99,-11.8,47.2
outbreak: lost hope,5.55,4.89,12.99,-11.89,134.05
cassiodora,9.64,8.49,16.99,-11.93,76.24
hell let loose,34.12,29.99,29.99,-12.1,-12.1
panic porcupine,5.88,5.16,7.99,-12.24,35.88
sonic adventure 2,8.55,7.49,9.99,-12.4,16.84
gord,10.55,9.24,8.74,-12.42,-17.16
vampire survivors,4.56,3.99,4.99,-12.5,9.43
the treasures of montezuma 4,5.71,4.99,,-12.61,
mokoko x,6.58,5.74,11.49,-12.77,74.62
ovivo,8.03,6.99,6.99,-12.95,-12.95
castlevania dominus collection,22.99,19.99,6.88,-13.05,-70.07
red dead redemption,45.99,39.99,29.99,-13.05,-34.79
check and slash,4.02,3.49,4.99,-13.18,24.13
terra memoria,15.01,12.99,19.99,-13.46,33.18
alexio,2.45,2.12,4.99,-13.47,103.67
bears can't drift!?,11.59,9.99,,-13.81,
marvel vs. capcom fighting collection: arcade classics,46.43,39.99,,-13.87,
the legend of heroes: trails through daybreak,55.72,47.99,,-13.87,
starship troopers: extermination,43.55,37.49,49.99,-13.92,14.79
venus: improbable dream,11.63,9.99,9.99,-14.1,-14.1
venture towns,8.14,6.99,11.99,-14.13,47.3
one piece odyssey,46.66,39.99,39.99,-14.29,-14.29
zombiotik,13.99,11.99,,-14.3,
goalkeeper vr challenge,6.99,5.99,,-14.31,
the eternal castle [remastered],8.75,7.49,,-14.4,
metal gear solid 3: snake eater - master collection version,18.7,15.99,19.99,-14.49,6.9
orbals,7.01,5.99,19.99,-14.55,185.16
nicole,15.51,13.25,18.99,-14.57,22.44
sorcery saga: curse of the great curry god,17.55,14.99,,-14.59,
trailmakers,17.6,14.99,,-14.83,
63 days,26.29,22.39,34.99,-14.83,33.09
s.w.a.n.: chernobyl unexplored,9.16,7.8,13.49,-14.85,47.27
runnyk,2.93,2.49,4.99,-15.02,70.31
amabilly,2.93,2.49,4.99,-15.02,70.31
yesterday origins,11.8,9.99,9.99,-15.34,-15.34
mushroom wars,9.55,8.08,,-15.39,
reveil,15.37,12.99,19.99,-15.48,30.06
vampire: the masquerade - reckoning of new york,17.77,14.99,19.99,-15.64,12.49
billy 101,2.36,1.99,4.99,-15.68,111.44
breakneck city,11.86,9.99,9.99,-15.77,-15.77
baldur's gate: dark alliance,28.52,23.99,29.99,-15.88,5.15
baldur's gate: dark alliance ii,28.52,23.99,29.99,-15.88,5.15
espresso tycoon,15.8,13.29,18.99,-15.89,20.19
exographer,19.01,15.99,19.99,-15.89,5.16
from heaven to earth,8.32,6.99,6.99,-15.99,-15.99
noble armada: lost worlds,16.66,13.99,12.99,-16.03,-22.03
pachi pachi on a roll,8.35,6.99,,-16.29,
glitchangels,13.16,10.99,11.99,-16.49,-8.89
jade's ascension,11.99,9.99,,-16.68,
masquerade: the baubles of doom,14.99,12.49,14.99,-16.68,0.0
night trap - 25th anniversary edition,14.99,12.49,,-16.68,
a fungus in my garden,17.99,14.99,,-16.68,
castle invasion: throne out,5.99,4.99,4.99,-16.69,-16.69
speedgunner ultra,5.99,4.99,4.99,-16.69,-16.69
puzzle showdown 4k,5.99,4.99,,-16.69,
tsugunohi,8.99,7.49,,-16.69,
chronobreach ultra,2.99,2.49,4.99,-16.72,66.89
ty the tasmanian tiger,12.61,10.49,29.99,-16.81,137.83
knightin'+,4.92,4.08,5.99,-17.07,21.75
knight's retreat,2.4,1.99,3.99,-17.08,66.25
gridd: retroenhanced,14.46,11.99,11.99,-17.08,-17.08
dexed,9.99,8.28,,-17.12,
romance of the three kingdoms 8 remake,58.12,47.99,,-17.43,
metal: hellsinger vr,25.46,20.99,,-17.56,
the book of unwritten tales 2,22.49,18.5,19.99,-17.74,-11.12
exhausted man,9.11,7.49,,-17.78,
neo harbor rescue squad,19.52,15.99,,-18.08,
wild seas,2.43,1.99,4.99,-18.11,105.35
beyond a steel sky,24.41,19.99,19.99,-18.11,-18.11
speed crew,12.21,9.99,19.99,-18.18,63.72
gungrave vr,18.32,14.99,,-18.18,
chivalry: medieval warfare,18.32,14.99,,-18.18,
black bird,23.24,18.99,,-18.29,
dakar desert rally,24.99,20.42,29.99,-18.29,20.01
omega quintet,24.49,19.99,,-18.37,
death motel,2.44,1.99,,-18.44,
dreamworks voltron vr chronicles,9.65,7.86,,-18.55,
abathor,13.82,11.24,14.99,-18.67,8.47
escape first 3,6.15,4.99,,-18.86,
curious cases,6.15,4.99,4.99,-18.86,-18.86
born of bread,16.66,13.49,29.99,-19.03,80.01
shiro,6.19,4.99,4.99,-19.39,-19.39
the childs sight,6.19,4.99,,-19.39,
infantry attack,2.97,2.39,,-19.53,
dreadout 2,17.39,13.99,19.99,-19.55,14.95
borderlands 2,13.99,11.24,19.99,-19.66,42.89
vacation simulator,24.9,19.99,,-19.72,
gnomes garden: return of the queen,6.22,4.99,,-19.77,
dandy ace,12.99,10.42,19.99,-19.78,53.89
tropico 5,15.5,12.43,,-19.81,
dungeons 4,43.66,34.99,49.99,-19.86,14.5
full mojo rampage,11.46,9.18,12.99,-19.9,13.35
wife quest,4.36,3.49,7.99,-19.95,83.26
memory,14.99,11.99,,-20.01,
shinorubi,24.99,19.99,19.99,-20.01,-20.01
tiny hands adventure,9.99,7.99,7.99,-20.02,-20.02
briks 2,9.99,7.99,,-20.02,
poltergeist: a pixelated horror,9.99,7.99,,-20.02,
path to purge,4.94,3.95,,-20.04,
chasm,25.0,19.99,19.99,-20.04,-20.04
action supercross,2.99,2.39,2.99,-20.07,0.0
murder mystery machine,12.5,9.99,9.99,-20.08,-20.08
afterlife vr,14.07,11.24,,-20.11,
fractured minds,1.87,1.49,1.99,-20.32,6.42
ven vr adventure,25.12,19.99,,-20.42,
conan chop chop,10.06,7.99,19.99,-20.58,98.71
ultimate general: gettysburg,18.88,14.99,14.99,-20.6,-20.6
metal gear rising: revengeance,25.19,19.99,19.99,-20.64,-20.64
steel racer,3.77,2.99,4.99,-20.69,32.36
vasara collection,8.19,6.49,9.99,-20.76,21.98
hot tentacles shooter,3.81,2.99,,-21.52,
the legend of heroes: trails from zero,35.72,27.99,,-21.64,
clock tower: rewind,19.21,15.04,19.99,-21.71,4.06
pacific drive,22.99,17.99,,-21.75,
circus pocus,6.38,4.99,4.99,-21.79,-21.79
gav-gav odyssey,6.38,4.99,4.99,-21.79,-21.79
bunny memory,2.24,1.75,,-21.88,
borderlands: the pre-sequel,25.59,19.99,,-21.88,
codex lost,24.02,18.74,,-21.98,
transformers: galactic trials,35.9,27.99,39.99,-22.03,11.39
cosmonious high,25.7,19.99,,-22.22,
railway empire 2,44.99,34.99,6.71,-22.23,-85.09
we are the dwarves,12.86,9.99,9.99,-22.32,-22.32
lornsword winter chronicle,19.32,14.99,14.99,-22.41,-22.41
utawarerumono: mask of truth,38.66,29.99,,-22.43,
utawarerumono: mask of deception,38.66,29.99,,-22.43,
bluey: the videogame,36.12,27.99,39.99,-22.51,10.71
gnomes garden,6.44,4.99,4.99,-22.52,-22.52
the ouroboros king,7.95,6.16,9.99,-22.52,25.66
human fall flat vr,11.26,8.7,,-22.74,
final fantasy vi,16.31,12.59,17.99,-22.81,10.3
final fantasy v,16.31,12.59,17.99,-22.81,10.3
final fantasy iv,16.31,12.59,17.99,-22.81,10.3
final fantasy,10.87,8.39,11.99,-22.82,10.3
headspun,8.57,6.61,11.99,-22.87,39.91
fort defense,7.12,5.49,9.99,-22.89,40.31
souldiers,11.66,8.99,19.99,-22.9,71.44
zotrix,12.99,9.99,,-23.09,
sigi - a fart for melusina,3.89,2.99,4.99,-23.14,28.28
the legend of heroes: trails to azure,36.43,27.99,,-23.17,
dadish 3d,12.06,9.25,14.99,-23.3,24.3
a tale for anna,7.89,6.04,10.99,-23.45,39.29
kawaii deathu desu,3.26,2.49,,-23.62,
cave digger,13.08,9.99,14.99,-23.62,14.6
ninja 1987,4.57,3.49,4.99,-23.63,9.19
oddworld: stranger's wrath hd,8.79,6.7,19.99,-23.78,127.42
world to the west,13.12,9.99,19.99,-23.86,52.36
cricket 24,39.49,29.99,59.99,-24.06,51.91
afl 23,52.66,39.99,39.99,-24.06,-24.06
rez infinite,19.55,14.84,,-24.09,
ginger - the tooth fairy,9.22,6.99,,-24.19,
nephenthesys,5.12,3.88,5.99,-24.22,16.99
wo long: fallen dynasty,34.39,25.99,25.99,-24.43,-24.43
madison vr,32.42,24.49,,-24.46,
mists of noyah,13.28,9.99,9.99,-24.77,-24.77
pneuma: breath of life,19.99,14.99,19.99,-25.01,0.0
cute bite,11.99,8.99,14.99,-25.02,25.02
"forests, fields and fortresses",3.99,2.99,4.99,-25.06,25.06
rubber bandits,6.67,4.99,9.99,-25.19,49.78
the fall of elena temple,2.4,1.79,2.99,-25.42,24.58
super soccer blast: america vs europe,7.88,5.87,9.99,-25.51,26.78
lollipop chainsaw repop,39.29,29.24,29.24,-25.58,-25.58
naruto to boruto: shinobi striker,13.43,9.99,19.99,-25.61,48.85
they came from the sky 2,8.07,5.99,9.99,-25.77,23.79
inkulinati,16.83,12.49,24.99,-25.79,48.48
shellshock live,9.43,6.99,6.99,-25.87,-25.87
drums rock,16.21,11.99,,-26.03,
frogurai,1.57,1.16,4.99,-26.11,217.83
bpm: bullets per minute,16.32,11.99,29.99,-26.53,83.76
stride,17.72,12.99,,-26.69,
access denied: escape,4.08,2.99,4.99,-26.72,22.3
scrap garden,9.55,6.99,6.99,-26.81,-26.81
conan exiles,27.46,19.99,,-27.2,
jetpack kiwi,4.94,3.59,5.99,-27.33,21.26
crossfire: sierra squad,26.82,19.49,,-27.33,
zombi,14.66,10.65,19.99,-27.35,36.36
tales of zestiria,38.66,27.99,,-27.6,
outbreak: epidemic,6.79,4.89,12.99,-27.98,91.31
frogun encore,11.79,8.48,12.99,-28.07,10.18
the isle tide hotel,16.67,11.99,19.99,-28.07,19.92
crisis wing,6.92,4.97,7.99,-28.18,15.46
star raiders,6.95,4.99,,-28.2,
dayz,38.32,27.49,,-28.26,
earthlock,19.39,13.9,29.99,-28.31,54.67
rock 'n racing off road dx,8.37,5.99,7.99,-28.43,-4.54
heroes of loot,4.18,2.99,,-28.47,
dynasty warriors 9 empires,50.39,35.99,,-28.58,
freezeme,13.99,9.99,9.99,-28.59,-28.59
rocketsrocketsrockets,6.99,4.99,,-28.61,
mechrunner,6.99,4.99,,-28.61,
heroish,9.99,7.12,9.99,-28.73,0.0
micro pico racers,3.5,2.49,4.99,-28.86,42.57
sakura succubus 3,7.03,4.99,,-29.02,
sakura succubus 2,7.03,4.99,,-29.02,
the forgotten city,14.8,10.49,29.99,-29.12,102.64
mighty mage,2.25,1.59,4.99,-29.33,121.78
wild guns reloaded,13.17,9.3,,-29.38,
instant death,14.16,9.99,,-29.45,
my little pony: a zephyr heights mystery,34.03,23.99,39.99,-29.5,17.51
super monkey ball banana mania,20.99,14.78,39.99,-29.59,90.52
citadel: forged with fire,12.79,8.99,14.99,-29.71,17.2
blind men,3.73,2.62,4.99,-29.76,33.78
the knight witch,12.32,8.65,19.99,-29.79,62.26
sven - completely screwed,11.39,7.99,,-29.85,
cannon brawl,14.26,9.99,9.99,-29.94,-29.94
swapquest,9.99,6.99,9.99,-30.03,0.0
root double -before crime * after days- xtend edition,28.57,19.99,,-30.03,
cards of the dead,5.72,3.99,7.99,-30.24,39.69
let's! revolution!,17.32,11.99,19.99,-30.77,15.42
taxi life: a city driving simulator,26.06,17.99,39.99,-30.97,53.45
swordbreaker the game,4.34,2.99,4.99,-31.11,14.98
mr. massagy,5.8,3.99,,-31.21,
vertigo 2,28.39,19.49,,-31.35,
portal dungeon: goblin escape,9.38,6.43,,-31.45,
the legend of heroes: trails into reverie,52.52,35.99,,-31.47,
road stones,7.29,4.99,4.99,-31.55,-31.55
gnomes garden: christmas story,7.29,4.99,,-31.55,
lord of the click,7.29,4.99,,-31.55,
pentiment,17.55,11.99,19.99,-31.68,13.9
moons of madness,17.55,11.99,29.99,-31.68,70.88
murder is game over: streaming death,4.38,2.99,4.99,-31.74,13.93
gryphon knight epic: definitive edition,7.81,5.33,12.99,-31.75,66.33
company of heroes 3,43.99,29.99,59.99,-31.83,36.37
the jackbox party starter,17.59,11.99,19.99,-31.84,13.64
stunt kite masters vr,3.66,2.49,,-31.97,
astria ascending,17.65,11.99,39.99,-32.07,126.57
rebel transmute,17.66,11.99,1.8,-32.11,-89.81
a winter's daydream,5.16,3.49,,-32.36,
guns n' runs,7.09,4.79,11.99,-32.44,69.11
the colonists,20.71,13.99,23.99,-32.45,15.84
the grinch: christmas adventures,35.68,23.99,39.99,-32.76,12.08
ten dates,13.41,8.99,15.99,-32.96,19.24
gravitational,16.43,10.99,,-33.11,
gladiator: blades of fury,7.47,4.99,,-33.2,
pocket harvest,6.7,4.47,11.99,-33.28,78.96
sam & max: this time it's virtual!,29.99,19.99,,-33.34,
game of thrones,14.99,9.99,,-33.36,
papo & yo,14.99,9.99,,-33.36,
pixel hunter,2.99,1.99,,-33.44,
merchant of the skies,13.52,8.99,14.99,-33.51,10.87
