game_title,platform,avg_price_usd,price_record_count
forestry,Steam,4.99,45
full animal party,Steam,4.99,45
gone,Steam,4.99,45
grey lucidity - horror visual novel,Steam,4.99,45
gunspell - steam edition,Steam,4.99,45
imprecision,Steam,4.99,45
jigsaw puzzle vr,Steam,4.99,45
just a village clicker,Steam,4.99,23
kill the plumber,Steam,4.99,45
knights and goblins,Steam,4.99,45
knockback: the awakening,Steam,4.99,45
last toon standing,Steam,4.99,45
lost summoner kitty,Steam,4.99,45
luminus,Steam,4.99,45
machine crisis (陨星危机),Steam,4.99,45
marble mountain,Steam,4.99,45
match number panels,Steam,4.99,45
mayhem triple,Steam,4.99,45
ones and zeroes,Steam,4.99,45
oozing islands,Steam,4.99,45
pixel girl 像素女孩,Steam,4.99,45
project;hypatios,Steam,4.99,45
puzzles by axis,Steam,4.99,45
"remember, lights out",Steam,4.99,45
retro three kingdoms : special edition,Steam,4.99,45
rogle,Steam,4.99,45
rpg fighter league,Steam,4.99,45
sho-hei and the champ of secrets,Steam,4.99,45
smartboy,Steam,4.99,45
space jones vr,Steam,4.99,45
squad killer,Steam,4.99,45
supreme casino city,Steam,4.99,45
the architect's game,Steam,4.99,45
the broken seal: arena,Steam,4.99,45
the first present,Steam,4.99,45
the hungry elevator (alpha),Steam,4.99,45
the impossible game 2,Steam,4.99,45
the janus problem,Steam,4.99,45
the launching section,Steam,4.99,45
tombeaux,Steam,4.99,45
unicorn dungeon,Steam,4.99,45
unispies - chapter 1 havana cuba,Steam,4.99,45
vector race,Steam,4.99,45
veer pong,Steam,4.99,45
vega tank,Steam,4.99,45
wall walker,Steam,4.99,45
卡牌冒险者,Steam,4.99,45
水浒群侠传,Steam,4.99,45
跳跃2/leapii,Steam,4.99,45
digital frida,Steam,4.99,45
fruit juice,Steam,4.99,45
the alien way,Steam,4.99,45
a-mazing3d,Steam,4.99,45
after gym: gym simulator game,Steam,4.99,45
aurarhythm,Steam,4.99,45
battle for the sun,Steam,4.99,45
bomb bay,Steam,4.99,45
breaking bones,Steam,4.99,45
bunch of heroes,Steam,4.99,45
climatic survival: northern storm,Steam,4.99,45
coffence,Steam,4.99,45
condition red,Steam,4.99,45
conrun virtual gym,Steam,4.99,45
consequence,Steam,4.99,45
crying crystal,Steam,4.99,45
"deus ex machina, game of the year, 30th anniversary collector’s edition",Steam,4.99,45
dysfunctional systems: learning to manage chaos,Steam,4.99,45
escape from monster,Steam,4.99,45
event horizon - frontier,Steam,4.99,45
fight for it,Steam,4.99,45
game of the dead,Steam,4.99,45
glory kingdom,Steam,4.99,45
hero index,Steam,4.99,45
hidden mysteries: civil war,Steam,4.99,45
hideko,Steam,4.99,23
invaders!,Steam,4.99,45
just date,Steam,4.99,45
kagura's dreamland 神樂夢境,Steam,4.99,45
kamile: the fall,Steam,4.99,45
minesweeper ng,Steam,4.99,45
mini ranger,Steam,4.99,45
nightmare at the lighthouse,Steam,4.99,45
noble crusade,Steam,4.99,45
observance of homeland,Steam,4.99,45
pandemic heart,Steam,4.99,45
phd,Steam,4.99,45
plexus vr,Steam,4.99,45
project flesh,Steam,4.99,45
projectm : daydream,Steam,4.99,45
realm of heroes,Steam,4.99,45
righteous mojo,Steam,4.99,45
roses and gems,Steam,4.99,45
secrets in green,Steam,4.99,23
sees game,Steam,4.99,45
sludge fighters,Steam,4.99,45
snatch media toolbox,Steam,4.99,45
soulker defense,Steam,4.99,45
star runner,Steam,4.99,45
starcats,Steam,4.99,45
superposition,Steam,4.99,45
tales in the taxi,Steam,4.99,45
technotsunami,Steam,4.99,45
teleblast,Steam,4.99,45
that role playing,Steam,4.99,45
the hot dog would explode,Steam,4.99,45
the müll littoral,Steam,4.99,45
the wave story,Steam,4.99,45
trojan,Steam,4.99,45
ultragoodness 2,Steam,4.99,45
unfair jousting fair,Steam,4.99,45
unforgotten,Steam,4.99,45
virtual skydiving,Steam,4.99,45
we are showtime!,Steam,4.99,45
what's inside??,Steam,4.99,45
winkings,Steam,4.99,45
未来战士,Steam,4.99,45
japanese puzzle,Steam,4.99,45
a bots color adventure,Steam,4.99,45
adventure time: magic man's head games,Steam,4.99,13
alice and the ancients,Steam,4.99,45
anivenge,Steam,4.99,45
arena experiment,Steam,4.99,45
bash the party,Steam,4.99,45
battlefieldpriest,Steam,4.99,45
bee craft sweet,Steam,4.99,45
bitlands,Steam,4.99,45
blues and bullets,Steam,4.99,45
call each new year,Steam,4.99,45
cat powered ufo,Steam,4.99,45
codename ghost hunt,Steam,4.99,45
come back: chapter 1,Steam,4.99,45
corruption ranch,Steam,4.99,45
crash test oliver,Steam,4.99,11
cyber battle 69,Steam,4.99,45
cyber city 2157: the visual novel,Steam,4.99,45
dream of echo,Steam,4.99,45
drumpfy walls,Steam,4.99,45
endless fighter,Steam,4.99,45
etherrealm,Steam,4.99,45
exodemic,Steam,4.99,45
freebooter of splorr!!,Steam,4.99,45
freiwillig,Steam,4.99,45
haunting at cliffhouse,Steam,4.99,45
highlands,Steam,4.99,45
hoop city manager,Steam,4.99,45
huge beer pong challenges vr,Steam,4.99,45
icarus - prima regula,Steam,4.99,45
lantern,Steam,4.99,45
legend of numbers,Steam,4.99,2
loco launcher,Steam,4.99,45
lowlander,Steam,4.99,45
matris,Steam,4.99,45
mechcube: escape,Steam,4.99,45
mika and sadie's adventure,Steam,4.99,45
muatythai fighters for freedom,Steam,4.99,23
museum of other realities,Steam,4.99,2
mysperyence,Steam,4.99,45
nick bounty and the dame with the blue chewed shoe,Steam,4.99,45
ninja goemon and immortal jewels,Steam,4.99,45
nitroverse,Steam,4.99,45
picross bonbon - nonogram,Steam,4.99,45
prometheus - the fire thief,Steam,4.99,45
puzzle mania,Steam,4.99,45
"quickly, quackley!",Steam,4.99,45
resequenced,Steam,4.99,45
retro dungeons,Steam,4.99,45
safari zone,Steam,4.99,45
son of scoregasm,Steam,4.99,45
spike mtn,Steam,4.99,45
spooky maze,Steam,4.99,45
su!,Steam,4.99,45
super dream-weaver,Steam,4.99,45
surgeon simulator vr: meet the medic,Steam,4.99,2
synth swinger,Steam,4.99,45
the books tale: a hop adventure!,Steam,4.99,45
the castle burns!,Steam,4.99,45
the falling nights ®,Steam,4.99,45
underdone,Steam,4.99,45
vault apocalypse,Steam,4.99,45
異星病毒alien virus,Steam,4.99,45
送外卖模拟器 delivery simulator,Steam,4.99,45
maya treasures,Steam,4.99,45
rave heart,Steam,4.99,45
'member the alamo? vr edition,Steam,4.99,45
16-bit soccer,Steam,4.99,45
archer boy,Steam,4.99,45
auto auto: maximum autodrive in the alien apocalypse,Steam,4.99,45
avaricity: new shadows,Steam,4.99,45
baskhead,Steam,4.99,45
breaking wheel,Steam,4.99,45
bullet vr,Steam,4.99,45
category challenge,Steam,4.99,45
cheitha,Steam,4.99,45
crystal defense,Steam,4.99,45
darkness and a crowd,Steam,4.99,45
delineation,Steam,4.99,45
dice world,Steam,4.99,45
digital domain’s monkey king™,Steam,4.99,45
divo,Steam,4.99,45
egg fly,Steam,4.99,45
fantoccini,Steam,4.99,45
fartgirl,Steam,4.99,45
freefall,Steam,4.99,45
gorilla adventure,Steam,4.99,45
gorytale,Steam,4.99,45
hellmaze,Steam,4.99,45
hidden mysteries: titanic,Steam,4.99,45
hospital tycoon,Steam,4.99,45
i hope she's ok,Steam,4.99,45
inside the line,Steam,4.99,45
island crusaders,Steam,4.99,45
jumping pirates,Steam,4.99,45
kitty clicker,Steam,4.99,45
kurogane of the sky,Steam,4.99,45
lethal running,Steam,4.99,45
machine runaway,Steam,4.99,45
meridian 157: chapter 2,Steam,4.99,45
monkey king simulator -- chapter huaguo mountain,Steam,4.99,45
moonwool,Steam,4.99,45
muzegate,Steam,4.99,45
mystery solitaire. the black raven 6,Steam,4.99,45
mythic zombies,Steam,4.99,45
next floor,Steam,4.99,45
oh! mochi!,Steam,4.99,45
pacfish,Steam,4.99,45
planet bash,Steam,4.99,45
plumb,Steam,4.99,45
pressure within,Steam,4.99,45
projectzombiesurvivors,Steam,4.99,45
pupaipo space deluxe,Steam,4.99,45
puzzle party,Steam,4.99,45
realm of the dead,Steam,4.99,45
retro pinball,Steam,4.99,45
rocket craze 3d,Steam,4.99,45
sexy blackjack,Steam,4.99,45
shout of survival,Steam,4.99,45
show me what you got,Steam,4.99,45
sneaky peeky,Steam,4.99,45
"souls : ""위령""",Steam,4.99,45
sword 'n' board,Steam,4.99,45
tds - war games,Steam,4.99,45
the iron union,Steam,4.99,45
these lands,Steam,4.99,45
tortuga,Steam,4.99,45
uriel’s chasm 3: gelshock,Steam,4.99,45
void 21,Steam,4.99,45
vrtigo,Steam,4.99,45
vrwiz,Steam,4.99,45
wait! life is beautiful!,Steam,4.99,45
word dungeons,Steam,4.99,45
wwii partisanen,Steam,4.99,45
young world,Steam,4.99,45
zaam,Steam,4.99,45
zombies must die,Steam,4.99,45
《古斯塔奥：帝國重生》gustavo kingdom rebirth,Steam,4.99,45
画境(picturesque) vr,Steam,4.99,45
throw knives,Steam,4.99,45
a curse from beyond,Steam,4.99,45
a plot story,Steam,4.99,45
airscape - the fall of gravity,Steam,4.99,45
archipelago: navigable vr comic,Steam,4.99,45
ast-hero,Steam,4.99,45
asteion nights,Steam,4.99,45
astroloco: worst contact,Steam,4.99,45
blastercell,Steam,4.99,45
boom slayer,Steam,4.99,45
borealis,Steam,4.99,45
boxing saga,Steam,4.99,45
brave heroes,Steam,4.99,45
celestial crossing,Steam,4.99,45
colina: legacy,Steam,4.99,45
colomoon,Steam,4.99,45
dark around you,Steam,4.99,45
day on mars,Steam,4.99,45
deadhunt,Steam,4.99,45
don't look back,Steam,4.99,45
emerging tactical,Steam,4.99,45
etherlords ii,Steam,4.99,45
extermination overdrive,Steam,4.99,45
fighting space,Steam,4.99,45
fingun forever!,Steam,4.99,45
funk unplugged,Steam,4.99,45
game design studio：游戏设计工具箱,Steam,4.99,45
gnomelings: migration,Steam,4.99,45
good game,Steam,4.99,45
grandma's footsteps,Steam,4.99,45
heptagon,Steam,4.99,45
high noon revolver,Steam,4.99,45
isostasy,Steam,4.99,45
john brick,Steam,4.99,45
khoros,Steam,4.99,45
kikura,Steam,4.99,45
killrun,Steam,4.99,45
low-key: a dope game,Steam,4.99,45
mystery maze of balthasar castle,Steam,4.99,45
new fief,Steam,4.99,45
omega knockout: punch boxing,Steam,4.99,45
party mashup,Steam,4.99,45
peeking at the peak,Steam,4.99,45
pinball universe,Steam,4.99,45
political party frenzy,Steam,4.99,45
power of slide,Steam,4.99,45
round 99,Steam,4.99,45
s.o.t.a 2,Steam,4.99,45
shepherd,Steam,4.99,45
sky realm: essences,Steam,4.99,45
snowglobe,Steam,4.99,45
sof - raiders,Steam,4.99,45
solar lander,Steam,4.99,45
solitaire match 2 cards. thanksgiving day,Steam,4.99,45
taiker,Steam,4.99,45
task men,Steam,4.99,45
the escapist,Steam,4.99,45
the fragment,Steam,4.99,45
the land past redemption,Steam,4.99,45
the lost cave of the ozarks,Steam,4.99,45
the odyssey,Steam,4.99,45
the sniper vr,Steam,4.99,45
throwing stone,Steam,4.99,45
thz,Steam,4.99,45
ulama: arena of the gods,Steam,4.99,45
ultimate super bean,Steam,4.99,45
underdread,Steam,4.99,45
viking idle,Steam,4.99,45
white wolf - treasure hunter 2,Steam,4.99,45
yet another waveshooter,Steam,4.99,45
サチ江 -死道-/sachie -death road-,Steam,4.99,45
封神外传,Steam,4.99,45
clash: robot detective - complete edition,Steam,4.99,45
24h stories: the cabin in the forest,Steam,4.99,45
360 no scope!,Steam,4.99,45
aegis 2186,Steam,4.99,45
alien flex,Steam,4.99,45
ampu-tea,Steam,4.99,45
ball ranger,Steam,4.99,45
bonerdale - 2022 edition,Steam,4.99,45
bounceshot,Steam,4.99,45
bride into the cave,Steam,4.99,45
candle under water,Steam,4.99,45
cellz,Steam,4.99,45
chieftain,Steam,4.99,45
conc jump,Steam,4.99,45
conquering ciros,Steam,4.99,45
corona samurai,Steam,4.99,45
daraney - guardian's rise,Steam,4.99,45
dawn of warriors,Steam,4.99,45
days under custody,Steam,4.99,45
deep space | space-platformer,Steam,4.99,45
digger online,Steam,4.99,45
dosk,Steam,4.99,45
eggy,Steam,4.99,45
enki,Steam,4.99,45
eversion,Steam,4.99,45
farm frenzy,Steam,4.99,45
faun air -フォーンアイル-,Steam,4.99,45
furies & magazines - episode 1,Steam,4.99,45
gelatinous: humanity lost,Steam,4.99,45
greebles,Steam,4.99,45
hubert's island adventure: mouse o' war,Steam,4.99,45
javva juice,Steam,4.99,45
just another memory,Steam,4.99,45
keep me posted,Steam,4.99,45
kingdom of secrets مملكة الأسرار,Steam,4.99,45
lenin simulator,Steam,4.99,45
letux game,Steam,4.99,45
little merchant legend,Steam,4.99,45
little mouse's encyclopedia,Steam,4.99,45
log jammers,Steam,4.99,45
mana gloom,Steam,4.99,45
memories on the shoreline,Steam,4.99,45
mutagen extinction,Steam,4.99,45
necroworm,Steam,4.99,45
omega pattern - visual novel,Steam,4.99,45
ophidia,Steam,4.99,45
orc survivors,Steam,4.99,45
panzer ball,Steam,4.99,45
piscirazzi: fish photo shooter,Steam,4.99,45
quickclaw,Steam,4.99,45
radial flow,Steam,4.99,45
radio silent,Steam,4.99,45
rat race,Steam,4.99,45
re:be,Steam,4.99,45
shooting covid,Steam,4.99,45
solar systems for kids,Steam,4.99,45
sound soarer,Steam,4.99,45
speed master,Steam,4.99,45
stab it vr.com,Steam,4.99,45
starship avenger operation: take back earth/スターシップアベンジャー 地球奪還大作戦,Steam,4.99,45
staying together,Steam,4.99,45
story of mine company,Steam,4.99,45
t3 - take the turn,Steam,4.99,45
tales of mahabharata,Steam,4.99,45
the brave vs dragon,Steam,4.99,45
the city must grow,Steam,4.99,45
the collar,Steam,4.99,45
the crows cry,Steam,4.99,45
the end of an age: provenance,Steam,4.99,45
the great adventures of hemeko & ch0_ch0,Steam,4.99,45
touhou adventure,Steam,4.99,45
traps n' gemstones,Steam,4.99,45
tubular rift,Steam,4.99,45
vampire of the sands,Steam,4.99,45
warlords.io,Steam,4.99,45
winter war 1939,Steam,4.99,45
wisdom,Steam,4.99,45
witchball,Steam,4.99,45
world of cinema - movie tycoon,Steam,4.99,45
yet another level,Steam,4.99,45
zombie slapper,Steam,4.99,45
路尼亞戰記,Steam,4.99,45
camerabag photo,Steam,4.99,2
risk of pain,Steam,4.99,45
unicorn and sweets,Steam,4.99,45
water ball,Steam,4.99,45
zar,Steam,4.99,45
red tape,Steam,4.99,45
a feeble saga,Steam,4.99,45
a sound plan,Steam,4.99,45
adriatic pizza,Steam,4.99,45
after the suns,Steam,4.99,45
aftermath y2k,Steam,4.99,45
amberskull,Steam,4.99,45
aspen： uncanny home,Steam,4.99,45
bandit realms,Steam,4.99,45
beyond the bridge,Steam,4.99,23
blank frame,Steam,4.99,45
cash_out,Steam,4.99,45
coach bus simulator parking,Steam,4.99,45
color odyssey,Steam,4.99,45
cryptid,Steam,4.99,45
damned hours,Steam,4.99,45
death again,Steam,4.99,45
detective tales: a study in scarlet,Steam,4.99,45
dragonspire,Steam,4.99,45
drone combat,Steam,4.99,45
entanglement,Steam,4.99,45
fieldrunners,Steam,4.99,45
final rush,Steam,4.99,45
find the cats,Steam,4.99,45
haustoria,Steam,4.99,45
hertz,Steam,4.99,45
horror in the asylum,Steam,4.99,45
house of specters,Steam,4.99,45
i fought the lawn,Steam,4.99,45
indoor rock climbing vr,Steam,4.99,45
inescapable,Steam,4.99,45
ink,Steam,4.99,45
juno's journey,Steam,4.99,45
long night,Steam,4.99,45
maze to the old castle,Steam,4.99,45
mire,Steam,4.99,45
monday night combat,Steam,4.99,45
mythlink,Steam,4.99,22
not born to be king,Steam,4.99,45
one many nobody,Steam,4.99,45
palmas,Steam,4.99,45
parashotical arktivibeatings,Steam,4.99,45
perplexity: suburban home,Steam,4.99,45
pocket god vs desert ashes,Steam,4.99,45
poly,Steam,4.99,45
poop plague in fairyland,Steam,4.99,45
project ara - crucible,Steam,4.99,45
project gr-5lyr: galactic relocation,Steam,4.99,45
puzzle patrol,Steam,4.99,45
reiko's fragments,Steam,4.99,45
right or die!,Steam,4.99,45
rogue'n roll,Steam,4.99,45
runa's school story,Steam,4.99,45
shadow saboteur,Steam,4.99,45
shootout(systemd),Steam,4.99,45
soccer manager,Steam,4.99,2
somewhere,Steam,4.99,23
spacelandia,Steam,4.99,45
spaceship ace pilot,Steam,4.99,45
spacevibes vr,Steam,4.99,45
special counter force attack,Steam,4.99,45
sphere complex,Steam,4.99,45
tales beyond the tomb - the farm's secret,Steam,4.99,23
terminal breach,Steam,4.99,45
the journey,Steam,4.99,45
the last survey,Steam,4.99,45
the last survivors,Steam,4.99,45
the station: escape room,Steam,4.99,45
the watcher,Steam,4.99,45
they'll find you,Steam,4.99,45
time escape : a prototype,Steam,4.99,45
tonikk tycoon,Steam,4.99,45
tower of the mad wizard,Steam,4.99,45
tusker's number adventure [malware detected],Steam,4.99,39
urbex night security,Steam,4.99,45
what the fortress!?,Steam,4.99,45
xio: revive,Steam,4.99,45
xtreme paddleball,Steam,4.99,45
zodicat,Steam,4.99,45
zombie nightmare,Steam,4.99,45
山中野居 live in the country,Steam,4.99,45
新巨商,Steam,4.99,45
洞穴探险队 caver,Steam,4.99,45
tank fantastic,Steam,4.99,45
the forgotten phobia,Steam,4.99,45
1000 amps,Steam,4.99,45
1001 jigsaw. earth chronicles,Steam,4.99,45
american university life ~welcome week!~,Steam,4.99,45
ball boys,Steam,4.99,45
boat basketball,Steam,4.99,45
border closure 边境封闭,Steam,4.99,45
caracoland,Steam,4.99,45
chores of corruption,Steam,4.99,45
clothesline carnage,Steam,4.99,45
color cannons+,Steam,4.99,45
curse of dares,Steam,4.99,45
deadly nightmare,Steam,4.99,45
dueledged,Steam,4.99,45
emoji td,Steam,4.99,45
escape until friday,Steam,4.99,45
evil defenders,Steam,4.99,45
fairy tag : a game of divinities,Steam,4.99,45
fastigium: dead end,Steam,4.99,45
fuego!,Steam,4.99,45
future offline,Steam,4.99,45
gal ramírez's lion,Steam,4.99,45
gearend,Steam,4.99,45
ghost in the machine,Steam,4.99,45
girbal,Steam,4.99,45
graveyard birds,Steam,4.99,45
helix,Steam,4.99,45
historic fighters,Steam,4.99,45
inverse ninjas vs. the public domain,Steam,4.99,45
loga: unexpected adventure,Steam,4.99,45
lucy´s world,Steam,4.99,45
make it in time,Steam,4.99,45
medusa's labyrinth vr,Steam,4.99,45
meteor storm,Steam,4.99,45
mommy's milk and cookies - christmas sex puzzles,Steam,4.99,45
monkey king saga,Steam,4.99,45
my legend of immortal cultivation,Steam,4.99,45
nena,Steam,4.99,45
nephilim resurrection,Steam,4.99,45
netstars - vr goalie trainer,Steam,4.99,45
pearsandgraywitch,Steam,4.99,45
pivvot,Steam,4.99,45
project toon tanks,Steam,4.99,45
red fuse: rolling explosive device,Steam,4.99,45
scarab tales,Steam,4.99,45
seclusion,Steam,4.99,45
shadowcrypt,Steam,4.99,45
stop online - battle of words,Steam,4.99,45
super phantom cat,Steam,4.99,45
surreal farm,Steam,4.99,45
tank mayhem,Steam,4.99,45
the burden of aldrin,Steam,4.99,45
the martian vr experience,Steam,4.99,45
the relentless,Steam,4.99,45
the woods: vr escape the room,Steam,4.99,45
turpedo,Steam,4.99,45
uncanny,Steam,4.99,45
until the end,Steam,4.99,45
walls of rust,Steam,4.99,45
warpvector,Steam,4.99,45
wind of life,Steam,4.99,45
xob,Steam,4.99,45
zerocar: future motorsport,Steam,4.99,45
明途之境,Steam,4.99,45
莎可莉与坠落之都,Steam,4.99,45
astonishing basketball manager,Steam,4.99,12
2nd shot,Steam,4.99,23
ai fantasy,Steam,4.99,45
alice must find the key to escape (hidden objects),Steam,4.99,45
ancient future,Steam,4.99,45
arc,Steam,4.99,45
astronomia,Steam,4.99,45
bet your brain,Steam,4.99,45
beyond the gates,Steam,4.99,45
bik - a space adventure,Steam,4.99,45
body discovery,Steam,4.99,45
bomb squad academy,Steam,4.99,45
bountyheart,Steam,4.99,45
citor3 santa's elf vr adult xxx game,Steam,4.99,45
deadly sin,Steam,4.99,45
dragon saddle melee,Steam,4.99,45
ensol,Steam,4.99,45
escape toon kingdom,Steam,4.99,45
farmington tales,Steam,4.99,45
fire racing,Steam,4.99,45
forgotten memories,Steam,4.99,45
gebub's adventure,Steam,4.99,45
ghost buster 3d,Steam,4.99,45
granny,Steam,4.99,45
jajazinho e as delicias de cristais,Steam,4.99,45
joker poker - video poker,Steam,4.99,45
khaos wind,Steam,4.99,45
kobold slayer,Steam,4.99,45
last in orbit,Steam,4.99,45
lighter than ar,Steam,4.99,45
lords of the darkreign,Steam,4.99,45
lost circus vr - the prologue,Steam,4.99,45
lot'zamonsters,Steam,4.99,45
magic flute,Steam,4.99,45
magical squash,Steam,4.99,45
mecha destruction,Steam,4.99,45
nanoworld,Steam,4.99,45
once upon a time in morocco,Steam,4.99,45
orc's bride,Steam,4.99,45
panacea: last will,Steam,4.99,45
pepe's revenge,Steam,4.99,45
plumber 3d,Steam,4.99,45
pursuit of the bookkeeper,Steam,4.99,45
racing djani 2,Steam,4.99,45
"rats, bats, and bones",Steam,4.99,45
recursion deluxe,Steam,4.99,45
relash,Steam,4.99,45
rogus - kingdom of the lost souls,Steam,4.99,45
s.c.a.r,Steam,4.99,45
save girl,Steam,4.99,45
scrapshoot,Steam,4.99,45
shackled,Steam,4.99,45
shattered throne,Steam,4.99,45
shikari rising,Steam,4.99,45
sky creator,Steam,4.99,45
skyfighter arcade,Steam,4.99,45
slam dunk basketball,Steam,4.99,45
sneaky sneaky,Steam,4.99,45
soft body,Steam,4.99,45
space fuel,Steam,4.99,45
star of lemutia : reborn,Steam,4.99,45
stones of the revenant,Steam,4.99,45
survival night,Steam,4.99,45
the catapult vr,Steam,4.99,45
train train train,Steam,4.99,45
treasure hunter,Steam,4.99,45
tricky trail rc,Steam,4.99,45
walking heavy,Steam,4.99,45
連縁无現里 ~ misremembered memories,Steam,4.99,45
bafl - brakes are for losers,Steam,4.99,45
the perplexing orb: bounce n' roll,Steam,4.99,45
actual sunlight,Steam,4.99,45
angry giant,Steam,4.99,45
as+cend,Steam,4.99,45
bike of the wild,Steam,4.99,45
boxhead:immortal,Steam,4.99,45
brain off,Steam,4.99,45
caldera,Steam,4.99,45
calico & co.,Steam,4.99,45
cannonship,Steam,4.99,45
capsule force,Steam,4.99,45
catsby,Steam,4.99,45
cold house,Steam,4.99,45
construct,Steam,4.99,45
contract work,Steam,4.99,45
corinne cross's dead & breakfast,Steam,4.99,45
cosmic invasion,Steam,4.99,45
craft battle simulator,Steam,4.99,45
crawl space: the mansion,Steam,4.99,45
cute chess,Steam,4.99,45
dangoverse,Steam,4.99,45
death's dungeon,Steam,4.99,45
dinobag's arcade,Steam,4.99,45
don't let him in,Steam,4.99,45
duel with the devil,Steam,4.99,45
eggs 1942,Steam,4.99,45
enchanted voyage,Steam,4.99,45
fade away,Steam,4.99,45
fire sale,Steam,4.99,45
first up,Steam,4.99,45
fururu project : ruby,Steam,4.99,45
gnomes & co: the art of the build,Steam,4.99,45
go to bed: survive the night,Steam,4.99,45
hardworking hero,Steam,4.99,45
hyper flight,Steam,4.99,45
initium legenda,Steam,4.99,45
jab!,Steam,4.99,45
jinga online,Steam,4.99,45
k'nife fight,Steam,4.99,45
kojimachi,Steam,4.99,45
laser maze,Steam,4.99,45
lethal laser,Steam,4.99,45
liminality,Steam,4.99,45
lost daughter,Steam,4.99,45
luminoso,Steam,4.99,45
maelstrom,Steam,4.99,45
mind ovr matter,Steam,4.99,45
mini taoism,Steam,4.99,45
orbital combat,Steam,4.99,45
parallax,Steam,4.99,45
pd howler 9.6 digital painter and visual fx box,Steam,4.99,45
pilli adventure,Steam,4.99,45
pond wars,Steam,4.99,45
possession 1881,Steam,4.99,45
rd mars,Steam,4.99,45
redacted epilogue,Steam,4.99,45
remind vr: daily meditation,Steam,4.99,45
rip - trilogy™,Steam,4.99,45
scaper dash,Steam,4.99,45
set for the battle,Steam,4.99,45
sim4d atc,Steam,4.99,45
sky jac,Steam,4.99,45
speeder,Steam,4.99,45
surviving medieval,Steam,4.99,45
tanks 2020,Steam,4.99,45
target speed,Steam,4.99,45
the ball flow - nature and light,Steam,4.99,45
the battle of ages,Steam,4.99,45
the final hunter,Steam,4.99,45
the multi maze,Steam,4.99,45
the secret of gillwood,Steam,4.99,45
tinker tanks,Steam,4.99,45
trial by viking,Steam,4.99,45
uizuno blade vr,Steam,4.99,45
vampires: guide them to safety!,Steam,4.99,45
vr mini bowling,Steam,4.99,45
wordmaster,Steam,4.99,45
抛投大乱斗！（throwing master）,Steam,4.99,45
救う(she save),Steam,4.99,45
rise of balloons,Steam,4.99,1
google spotlight stories: pearl,Steam,4.99,2
escape from nowhere,Steam,4.99,45
mouse hunter,Steam,4.99,45
kaboom!,Steam,4.99,90
weekend warriors mma,Steam,4.99,45
1001 jigsaw. home sweet home. back from vacation,Steam,4.99,45
11 years ago,Steam,4.99,45
abhorrent light,Steam,4.99,45
aero's quest,Steam,4.99,45
alice mystery garden,Steam,4.99,45
angelshooter,Steam,4.99,45
another sight,Steam,4.99,45
apocalypse knights 2.0 - the angel awakens,Steam,4.99,45
ashes 2,Steam,4.99,45
become a star,Steam,4.99,45
below kryll,Steam,4.99,45
breath of the depth,Steam,4.99,45
brickfest,Steam,4.99,45
camp grizzly vr,Steam,4.99,45
combohead,Steam,4.99,45
come inside my inner world,Steam,4.99,45
cybernetica: fallen city,Steam,4.99,45
detective hunt - crownston city pd,Steam,4.99,45
discovery yard investigation,Steam,4.99,45
do you see the waving cape,Steam,4.99,45
dreamcatcher: reflections volume 1,Steam,4.99,45
dung beetle strike,Steam,4.99,45
girls cairo papyrus,Steam,4.99,45
gunslingers of the wasteland vs. the zombies from mars,Steam,4.99,45
harmless demons,Steam,4.99,45
hidden bloodhunt,Steam,4.99,23
jackpot,Steam,4.99,45
junkyard dive,Steam,4.99,45
katja's abyss: tactics,Steam,4.99,45
little monkeys eat bananas,Steam,4.99,45
lookfordanger,Steam,4.99,45
math seeker,Steam,4.99,45
midnight snack,Steam,4.99,45
millions of minions: an underground adventure,Steam,4.99,45
monster truck destruction,Steam,4.99,45
my town: dessert slice,Steam,4.99,45
naughty elves,Steam,4.99,45
nelo,Steam,4.99,45
one-way ticket  / 单程票,Steam,4.99,45
optika,Steam,4.99,45
packagerun,Steam,4.99,45
plunge,Steam,4.99,45
puzzillion,Steam,4.99,45
rachael savage,Steam,4.99,45
raven: the last neko slayer,Steam,4.99,45
rescue love revenge,Steam,4.99,45
robert rodriguez’s the limit: an immersive cinema experience,Steam,4.99,45
separated worlds,Steam,4.99,45
skeleton vs zombies,Steam,4.99,45
soundsaber,Steam,4.99,45
space god,Steam,4.99,45
super crome: bullet purgatory,Steam,4.99,45
techwars online,Steam,4.99,45
templefight,Steam,4.99,45
the albino hunter (original),Steam,4.99,45
the purge man,Steam,4.99,45
touhou money stocks shops,Steam,4.99,45
traceur's dreamlab vr,Steam,4.99,45
trago,Steam,4.99,45
war in a box: paper tanks,Steam,4.99,45
you can(not) survive,Steam,4.99,45
三国虎将传vr2-sanguo warriors vr2,Steam,4.99,45
摸金校尉之九幽将军,Steam,4.99,45
dark podval,Steam,4.99,45
hello from darkness,Steam,4.99,45
1001 jigsaw world tour japan,Steam,4.99,45
a flicker of light,Steam,4.99,45
adventureland xl,Steam,4.99,45
almazy,Steam,4.99,45
amon,Steam,4.99,45
astro4x,Steam,4.99,45
bananarun,Steam,4.99,45
cat legend,Steam,4.99,45
cherry creek,Steam,4.99,45
cleanup project,Steam,4.99,45
codename: phantom,Steam,4.99,45
depopulation,Steam,4.99,45
dot & dot dungeons,Steam,4.99,45
drawn story,Steam,4.99,45
elfheim - chapter 1,Steam,4.99,45
